issue,GT_ID,GT,LEN_GT,GPT_RES,GPT_MATCH,GPT_MATCH_CNT,GPT_AJS
M1,92,"['bi3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,93,"['bi3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,94,"['bi3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,95,"['ki4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,96,"['ki4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,97,"['ki4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,98,"['bi4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,99,"['bi4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,100,"['bi4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,101,"['lr', 'optimizer']",2,"['k1', 'lr', 'epochs']",1 | 0 | ,1,0.5
M1,103,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,104,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,105,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,106,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,107,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,108,"['epochs', 'optimizer']",2,"['k1', 'lr', 'epochs']",1 | 0 | ,1,0.5
M1,109,"['epochs', 'optimizer']",2,"['k1', 'lr', 'epochs']",1 | 0 | ,1,0.5
M1,110,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,113,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,114,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,117,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,119,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,120,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,121,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,122,"['layer1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,123,"['layer1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,124,"['optimizer', 'unit1']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,125,"['optimizer', 'unit1']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,77,"['ki1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,127,"['act1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,131,"['act2', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,132,"['act3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,133,"['act3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,137,"['act4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,138,"['ki1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,139,"['ki1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,140,"['ki1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,141,"['bi1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,142,"['bi1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,143,"['bi1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,144,"['ki2', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,145,"['ki2', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,146,"['ki2', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,147,"['bi2', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,148,"['bi2', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,149,"['bi2', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,150,"['ki3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,151,"['ki3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,152,"['ki3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,153,"['bi3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,154,"['bi3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,155,"['bi3', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,156,"['ki4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,157,"['ki4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,158,"['ki4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,159,"['bi4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,160,"['bi4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,161,"['bi4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,163,"['lr', 'optimizer']",2,"['k1', 'lr', 'epochs']",1 | 0 | ,1,0.5
M1,164,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,165,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,166,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,167,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,168,"['batch_size', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,169,"['epochs', 'optimizer']",2,"['k1', 'lr', 'epochs']",1 | 0 | ,1,0.5
M1,170,"['epochs', 'optimizer']",2,"['k1', 'lr', 'epochs']",1 | 0 | ,1,0.5
M1,171,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,172,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,174,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,175,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,178,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,180,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,181,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,182,"['loss', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,183,"['layer1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,184,"['layer1', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,186,"['optimizer', 'unit1']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,136,"['act4', 'optimizer']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,185,"['optimizer', 'unit1']",2,"['k1', 'lr', 'epochs']",0 | 0 | ,0,0.0
M1,364,"['act1', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,369,"['act3', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,370,"['act3', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,373,"['act4', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,374,"['act4', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,375,"['bi1', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,376,"['bi1', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,377,"['bi1', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,378,"['ki1', 'ki2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,379,"['ki1', 'ki2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,380,"['ki1', 'ki2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,381,"['bi2', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,382,"['bi2', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,383,"['bi2', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,384,"['ki1', 'ki3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,385,"['ki1', 'ki3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,386,"['ki1', 'ki3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,387,"['bi3', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,388,"['bi3', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,389,"['bi3', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,390,"['ki1', 'ki4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,391,"['ki1', 'ki4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,392,"['ki1', 'ki4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,393,"['bi4', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,394,"['bi4', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,395,"['bi4', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,396,"['ki1', 'lr', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 1 | 0 | ,1,0.33
M1,398,"['batch_size', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,399,"['batch_size', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,400,"['batch_size', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,401,"['batch_size', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,402,"['batch_size', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,403,"['epochs', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",1 | 0 | 0 | ,1,0.33
M1,404,"['epochs', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",1 | 0 | 0 | ,1,0.33
M1,405,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,406,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,407,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,408,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,409,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,410,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,412,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,414,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,415,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,416,"['ki1', 'loss', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,418,"['ki1', 'layer1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,419,"['ki1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,420,"['ki1', 'optimizer', 'unit1']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,427,"['act3', 'act4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,428,"['act3', 'act4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,430,"['act4', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,431,"['act4', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,432,"['act4', 'ki1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,433,"['act4', 'bi1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,434,"['act4', 'bi1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,435,"['act4', 'bi1', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,436,"['act4', 'ki2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,437,"['act4', 'ki2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,438,"['act4', 'ki2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,439,"['act4', 'bi2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,440,"['act4', 'bi2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,441,"['act4', 'bi2', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,442,"['act4', 'ki3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,443,"['act4', 'ki3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,444,"['act4', 'ki3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,445,"['act4', 'bi3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,446,"['act4', 'bi3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,447,"['act4', 'bi3', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,448,"['act4', 'ki4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,449,"['act4', 'ki4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,450,"['act4', 'ki4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,451,"['act4', 'bi4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,452,"['act4', 'bi4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,453,"['act4', 'bi4', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,455,"['act4', 'lr', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 1 | 0 | ,1,0.33
M1,456,"['act4', 'batch_size', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,457,"['act4', 'batch_size', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,458,"['act4', 'batch_size', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,459,"['act4', 'batch_size', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 0 | 0 | ,0,0.0
M1,461,"['act4', 'epochs', 'optimizer']",3,"['k1', 'lr', 'epochs']",0 | 1 | 0 | ,1,0.33
